type,id,locator,portuguese_source,english_applied,reviewed_english,brand,keywords,search_text,notes
food,6f3956d4-a78a-5521-b1ca-a1562b2df045,,Rebentos de bambu crus,Rebentos Bambu,Sprouts Bamboo,,"[""rebentos"",""rebento"",""bambu"",""crus"",""raw""]",rebentos bambu rebentos bambu rebento,
food,14740169-dbf0-5789-bd0a-2931d907318d,,Rebentos de soja crus,Rebentos Soy,Sprouts Soy,,"[""rebentos"",""rebento"",""soja"",""soy"",""crus"",""raw""]",rebentos soy rebentos soy rebento,
food,9038b4b7-aa82-5b47-a0b2-193db1212ce7,,Rebuçados,Rebucados,,,"[""rebuçados"",""rebucados"",""rebuçado"",""rebucado""]",rebucados rebucados rebucado,
food,900991ac-38f0-5bd6-aa31-9aa7c3818f39,,Repolho,Cabbage,,,"[""couve"",""cabbage"",""roxa"",""red"",""repolho""]",cabbage cabbage,
food,716a954e-ba76-5d9d-9f52-06ef9c446142,,Requeijão de cabra,Requeijao Cabra,Curd Cheese Goat,,"[""requeijão"",""requeijao"",""curd"",""cheese"",""cabra""]",requeijao cabra requeijao cabra curd cheese,
food,bcb9d3c5-d328-59ad-aa9b-b7a6d1da9d85,,Requeijão de mistura (ovelha e cabra),Requeijao Mistura (ovelha Cabra),Curd Cheese Mixed (Sheep Goat),,"[""requeijão"",""requeijao"",""curd"",""cheese"",""mistura"",""ovelha"",""cabra""]",requeijao mistura ovelha cabra requeijao mistura ovelha cabra curd cheese,
food,7d3d78ac-593e-5ae7-a9d7-724451d0b3a3,,"Requeijão de mistura (vaca, ovelha e cabra)",Requeijao Mistura (beef Ovelha Cabra),Curd Cheese Mixed (beef Sheep Goat),,"[""requeijão"",""requeijao"",""curd"",""cheese"",""mistura"",""vaca"",""beef"",""ovelha"",""cabra""]",requeijao mistura beef ovelha cabra requeijao mistura beef ovelha cabra curd cheese vaca,
food,c0c8e3f7-14a9-5cc6-ac7b-983f7301f138,,Requeijão de ovelha,Requeijao Ovelha,Curd Cheese Sheep,,"[""requeijão"",""requeijao"",""curd"",""cheese"",""ovelha""]",requeijao ovelha requeijao ovelha curd cheese,
food,8b06c2a3-6520-5c81-ad45-f68d7082a217,,Requeijão de vaca,Requeijao Beef,Curd Cheese Beef,,"[""requeijão"",""requeijao"",""curd"",""cheese"",""vaca"",""beef""]",requeijao beef requeijao beef curd cheese vaca,
food,8a20e4d4-0868-5e93-a312-42c86b586b07,,"Rim de carneiro, cru",Rim Mutton Raw,"Kidney Mutton, Raw",,"[""rim"",""carneiro"",""mutton"",""lamb"",""cru"",""raw""]",rim mutton raw rim mutton raw carneiro lamb,
food,53d48e98-de32-528d-9bf3-415c58c2cd7e,,"Rim de carneiro, frito com margarina",Rim Mutton Fried Margarine,Kidney Mutton Fried Margarine,,"[""rim"",""carneiro"",""mutton"",""lamb"",""frito"",""fried"",""margarina"",""margarine""]",rim mutton fried margarine rim mutton fried margarine carneiro lamb margarina,
food,9028f2d7-4fa9-5d49-86ca-ecdfc9e9fd55,,"Rim de porco, cru",Rim Pork Raw,"Kidney Pork, Raw",,"[""rim"",""porco"",""pork"",""cru"",""raw""]",rim pork raw rim pork raw,
food,d5285cd7-95c1-5d03-a302-a1f126a5748b,,"Rim de porco, frito com margarina",Rim Pork Fried Margarine,Kidney Pork Fried Margarine,,"[""rim"",""porco"",""pork"",""frito"",""fried"",""margarina"",""margarine""]",rim pork fried margarine rim pork fried margarine margarina,
food,41223de7-46fb-5396-a0d8-0aa2f3751ca4,,"Rim de vaca, cru",Rim Beef Raw,"Kidney Beef, Raw",,"[""rim"",""vaca"",""beef"",""cru"",""raw""]",rim beef raw rim beef raw vaca,
food,485990cf-7b6d-5524-a118-289c01d1df5b,,Rissol,Rissol,,,"[""rissol""]",rissol rissol,
food,5ee5b81b-87bf-5d10-a06d-7f78264c5abf,,Rissol de bacalhau,Cod Rissol,,,"[""rissol"",""rissóis"",""bacalhau"",""codfish"",""cod"",""rissois""]",cod rissol cod rissol rissois codfish,
food,11987ba7-eec9-503a-a37b-b44194540c02,,Rissol de camarão,Shrimp Rissol,,,"[""rissol"",""camarão"",""camarao"",""shrimp"",""prawn"",""rissóis"",""rissois""]",shrimp rissol shrimp rissol camarao prawn rissois,
food,3e1c7178-a3e9-5569-8847-f643bb179a92,,Rissol de carne com manteiga,Meat with Butter Rissol,,,"[""rissol"",""carne"",""meat"",""manteiga"",""butter"",""with""]",meat with butter rissol meat with butter rissol,
food,6f4bfa74-6f0b-5083-9fd5-62f80f9d4ab9,,Rissol de carne com margarina,Meat with Margarine Rissol,,,"[""rissol"",""carne"",""meat"",""margarina"",""margarine"",""with""]",meat with margarine rissol meat with margarine rissol margarina,
food,5a8d1d75-6c2e-580d-9106-7fb9593a9ddc,,Rissol de Queijo e Fiambre,Cheese and Ham Rissol,,,"[""rissóis"",""rissol"",""dough"",""queijo"",""cheese"",""fiambre"",""ham"",""rissois"",""rissói"",""and"",""rissoi""]",cheese and ham rissol cheese and ham rissol rissois dough fiambre rissoi,
food,9aa6fd0e-a7bd-5b8c-b466-9a77e9203ec0,,"Robalo assado com cebola, azeite, banha e manteiga",Robalo Roasted Onion Olive Oil Lard Butter,Sea Bass Roasted Onion Olive Oil Lard Butter,,"[""robalo"",""assado"",""roasted"",""cebola"",""onion"",""azeite"",""olive"",""oil"",""banha"",""manteiga"",""butter"",""lard""]",robalo roasted onion olive oil lard butter robalo roasted onion olive oil lard butter banha,
food,bfd0794c-fb36-5962-b4f8-0f052bb5fb84,,Robalo cozido,Robalo Cooked,"Sea Bass, Cooked",,"[""robalo"",""cozido"",""cooked"",""boiled""]",robalo cooked robalo cooked,
food,e71e12a1-72cb-548f-982c-eb9e6bf8745c,,Robalo cru,Robalo Raw,"Sea Bass, Raw",,"[""robalo"",""cru"",""raw""]",robalo raw robalo raw,
food,8e2b7dc9-dc71-5330-94b2-dc9ffd81df3e,,Robalo grelhado,Robalo Grilled,"Sea Bass, Grilled",,"[""robalo"",""grelhado"",""grilled""]",robalo grilled robalo grilled,
food,333a21c3-1b2d-54f4-85d9-b98e377b7ee2,,Rojões de carne gorda,Rojoes Fat,Pork Pieces Fat,,"[""rojões"",""rojoes"",""rojõe"",""rojão"",""carne"",""meat"",""gorda"",""fatty"",""fat"",""rojoe"",""rojao""]",rojoes fat rojoes fat rojoe rojao gorda fatty,
food,639b7248-3769-5c69-b33a-a346b7b0b077,,Rojões de carne magra,Rojoes Magra,"Pork Pieces, Lean",,"[""rojões"",""rojoes"",""rojõe"",""rojão"",""carne"",""meat"",""magra"",""lean"",""light"",""rojoe"",""rojao""]",rojoes magra rojoes magra rojoe rojao lean light,
food,625f48a9-e45f-56b0-bb16-2ed4aa0c597f,,Romã,Roma,Pomegranate,,"[""romã"",""roma""]",roma roma,
food,72c0d08b-c4b1-5778-9914-726ca7d76707,,Rábano cru,Rabano Raw,"Rabano, Raw",,"[""rábano"",""rabano"",""cru"",""raw""]",rabano raw rabano raw,
food,4b15ff8c-d2ec-5c6f-97ce-2a47ba095063,,Rúcula crua,Rucula Raw,"Rocket, Raw",,"[""rúcula"",""rucula"",""crua"",""raw""]",rucula raw rucula raw,
food,325b2e11-e308-5e42-b149-02fd2610871a,,Safio cru,Safio Raw,"Conger Eel, Raw",,"[""safio"",""cru"",""raw""]",safio raw safio raw,
food,8e2a0f00-e230-5610-bd2d-2456bc23d12f,,Sal,Salt,,,"[""sal"",""salt""]",salt salt,
food,532f19df-f01a-57b9-8514-3280f0a4de75,,Salada de alface e tomate temperada com azeite e vinagre,Lettuce and Tomato Salad with Olive Oil and Vinegar,,,"[""salada"",""alface"",""lettuce"",""tomate"",""tomato"",""temperada"",""azeite"",""olive"",""oil"",""vinagre"",""vinegar"",""and"",""salad"",""with""]",lettuce and tomato salad with olive oil and vinegar lettuce and tomato salad with olive oil vinegar salada temperada,
food,1e51a026-2029-59cf-826e-35498e9ea597,,Salada de atum,Tuna Salad,,,"[""salada"",""atum"",""tuna"",""salad""]",tuna salad tuna salad salada,
food,12d177e5-49a2-5168-8ad9-69923f2578cc,,Salada de bacalhau com grão,Cod and Chickpea Salad,,,"[""salada"",""bacalhau"",""cod"",""grão"",""grao"",""chickpea"",""and"",""salad""]",cod and chickpea salad cod and chickpea salad salada grao,
food,6af65415-e342-5ea6-b3f3-8a08ce6cc4c1,,Salada russa,Russian Salad,,,"[""salada"",""russa"",""russian"",""salad""]",russian salad russian salad salada russa,
food,94c66554-aa43-57bc-967d-7d9db3ee2c45,,Salame,Salame,,,"[""salame""]",salame salame,
food,db2c566c-74dd-5aa7-ac91-fa40eeaf8d04,,Salicórnia fresca,Salicornia Fresh,"Salicornia, Fresh",,"[""salicórnia"",""salicornia"",""fresca"",""fresh""]",salicornia fresh salicornia fresh,
food,f577fd0b-2b55-5b93-b459-f34a9fff86b7,,Salmonete cru,Salmonete Raw,"Red Mullet, Raw",,"[""salmonete"",""cru"",""raw""]",salmonete raw salmonete raw,
food,d3f50957-4999-5aad-9dff-4987b811aa2b,,Salmão cozido,Salmao Cooked,"Salmon, Cooked",,"[""salmão"",""salmao"",""salmon"",""cozido"",""cooked"",""boiled""]",salmao cooked salmao cooked salmon,
food,fbaf7279-713a-54b4-842e-577c859d2581,,Salmão cru,Salmao Raw,"Salmon, Raw",,"[""salmão"",""salmao"",""salmon"",""cru"",""raw""]",salmao raw salmao raw salmon,
food,cf2c48c8-5fb0-5402-a0df-289b5a491f50,,Salmão fumado,Salmao Smoked,"Salmon, Smoked",Continente,"[""salmão"",""fumado"",""smoked"",""salmon"",""salmao"",""continente""]",salmao smoked continente salmao smoked continente salmon,
food,7a4b0c4d-274c-53e5-a86b-0710580cb499,,Salmão grelhado,Salmao Grilled,"Salmon, Grilled",,"[""salmão"",""salmao"",""salmon"",""grelhado"",""grilled""]",salmao grilled salmao grilled salmon,
food,0480a92a-7201-5637-978a-4ea094447d3c,,Salpicão,Salpicao,Salpicão Sausage,,"[""salpicão"",""salpicao""]",salpicao salpicao,
food,62e01d60-3e37-5b0e-9bdd-67c17c6939e0,,Salsa fresca,Salsa Fresh,"Parsley, Fresh",,"[""salsa"",""parsley"",""fresca"",""fresh""]",salsa fresh salsa fresh parsley,
food,b1686e39-16e0-56d5-844f-2c83d35bd7a6,,Salsa seca,Salsa Dried,"Parsley, Dried",,"[""salsa"",""parsley"",""seca"",""dried""]",salsa dried salsa dried parsley,
food,9142bf9e-acf2-51e1-803e-a880bc4e9a6a,,Salsicha de soja,Salsicha Soy,Sausage Soy,,"[""salsicha"",""sausage"",""soja"",""soy""]",salsicha soy salsicha soy sausage,
food,76de3be4-dbb1-582f-b053-87b471ad279e,,Salsicha fresca crua,Salsicha Fresh Raw,"Sausage Fresh, Raw",,"[""salsicha"",""sausage"",""fresca"",""crua"",""raw"",""fresh""]",salsicha fresh raw salsicha fresh raw sausage,
food,9399e107-c852-5f99-8bd7-a66489fb98b7,,Salsicha fresca estufada com couve e azeite,Salsicha Fresh Stewed Cabbage Olive Oil,Sausage Fresh Stewed Cabbage Olive Oil,,"[""salsicha"",""sausage"",""fresca"",""estufada"",""stewed"",""couve"",""cabbage"",""kale"",""azeite"",""olive"",""oil"",""fresh""]",salsicha fresh stewed cabbage olive oil salsicha fresh stewed cabbage olive oil sausage estufada kale,
food,a604a655-bd86-5ad6-ae81-f77fe2885b17,,Salsicha fresca estufada com legumes e azeite,Salsicha Fresh Stewed Olive Oil,Sausage Fresh Stewed Olive Oil,,"[""salsicha"",""sausage"",""fresca"",""estufada"",""stewed"",""legumes"",""legume"",""azeite"",""olive"",""oil"",""fresh""]",salsicha fresh stewed olive oil salsicha fresh stewed olive oil sausage estufada,
food,0494e22f-0561-5d77-a9f9-6c3f23f30e7a,,Salsicha tipo Frankfurt,Salsicha Tipo Frankfurt,Frankfurt-Style Sausage,,"[""salsicha"",""sausage"",""frankfurt"",""tipo""]",salsicha tipo frankfurt salsicha tipo frankfurt sausage,
food,cc6380a0-baa8-5408-a374-ea27d6d1386a,,Salsicha tipo Frankfurt frita (escorrido o óleo) sem adição de sal,Salsicha Tipo Frankfurt Fried (escorrido O Oleo) without Added Salt,"Frankfurt-Style Sausage, Fried (Drained O Oil) without Added Salt",,"[""salsicha"",""sausage"",""frankfurt"",""frita"",""fried"",""escorrido"",""óleo"",""oleo"",""oil"",""sal"",""salt"",""tipo"",""without"",""added""]",salsicha tipo frankfurt fried escorrido o oleo without added salt salsicha tipo frankfurt fried escorrido oleo without added salt sausage frita oil,
food,0c2ac136-4e7f-59af-b392-01fd3ff8ad3f,,Salsicha tipo Frankfurt grelhada sem adição de sal,Salsicha Tipo Frankfurt Grilled without Added Salt,"Frankfurt-Style Sausage, Grilled without Added Salt",,"[""salsicha"",""sausage"",""frankfurt"",""grelhada"",""grilled"",""sal"",""salt"",""tipo"",""without"",""added""]",salsicha tipo frankfurt grilled without added salt salsicha tipo frankfurt grilled without added salt sausage,
food,d1e16baf-457b-5676-a578-9f2c76ea51cd,,"Sangue de porco, cru",Sangue Pork Raw,"Sangue Pork, Raw",,"[""sangue"",""porco"",""pork"",""cru"",""raw""]",sangue pork raw sangue pork raw,
food,fcffc4e1-eb6b-5824-8d8f-64353606eaa8,,Sapateira crua,Sapateira Raw,"Spider Crab, Raw",,"[""sapateira"",""crua"",""raw""]",sapateira raw sapateira raw,
food,2bb77074-3616-5e1c-8a99-a861cb0b8172,,Sarda cozida,Sarda Cooked,"Chub Mackerel, Cooked",,"[""sarda"",""cozida"",""cooked"",""boiled""]",sarda cooked sarda cooked,
food,b1f985c8-540f-57cd-b17a-bf9a56799b14,,Sarda crua,Sarda Raw,"Chub Mackerel, Raw",,"[""sarda"",""crua"",""raw""]",sarda raw sarda raw,
food,effbb4e3-9558-50bc-bb00-e07c257af8db,,Sarda grelhada,Sarda Grilled,"Chub Mackerel, Grilled",,"[""sarda"",""grelhada"",""grilled""]",sarda grilled sarda grilled,
food,b78bd32c-240a-5ec2-95ee-5f36dfe15e28,,Sardinha (crua),Sardinha (raw),Sardine (raw),,"[""sardinhas"",""assadas"",""roasted"",""sardines"",""sardinha"",""sardine"",""crua"",""raw""]",sardinha raw sardinha raw sardinhas sardines sardine,
food,7cce1de8-40db-5a79-8d03-fa35c7ae8388,,Sardinha assada na brasa,Sardinha Roasted Brasa,Sardine Roasted Charcoal Grill,,"[""sardinhas"",""assadas"",""roasted"",""sardines"",""sardinha"",""sardine"",""assada"",""brasa""]",sardinha roasted brasa sardinha roasted brasa sardinhas sardines sardine,
food,27f75d3a-1dc2-5df0-9fd7-5710518c7e59,,Sardinha frita,Sardinha Fried,"Sardine, Fried",,"[""sardinha"",""sardine"",""frita"",""fried""]",sardinha fried sardinha fried sardine frita,
food,0d33f2c5-0229-55c1-a5a9-a942c0eac637,,Sardinha gorda crua,Sardinha Fat Raw,"Sardine Fat, Raw",,"[""sardinha"",""sardine"",""gorda"",""fatty"",""crua"",""raw"",""fat""]",sardinha fat raw sardinha fat raw sardine gorda fatty,
food,43bd8bb0-a541-5350-a965-99ca329f8723,,Sardinha gorda frita,Sardinha Fat Fried,"Sardine Fat, Fried",,"[""sardinha"",""sardine"",""gorda"",""fatty"",""frita"",""fried"",""fat""]",sardinha fat fried sardinha fat fried sardine gorda fatty frita,
food,c832be99-fc3e-548e-b58c-e837e1a4380d,,Sardinha gorda grelhada,Sardinha Fat Grilled,"Sardine Fat, Grilled",,"[""sardinha"",""sardine"",""gorda"",""fatty"",""grelhada"",""grilled"",""fat""]",sardinha fat grilled sardinha fat grilled sardine gorda fatty,
food,2c2c569b-8558-5ef1-a77d-96c180a9ecf7,,Sardinha meio gorda conserva em azeite,Sardinha Semi-fat Canned Olive Oil,Sardine Semi-fat Canned Olive Oil,,"[""sardinha"",""sardine"",""meio"",""gorda"",""fatty"",""conserva"",""canned"",""azeite"",""olive"",""oil"",""semi"",""fat""]",sardinha semi fat canned olive oil sardinha semi fat canned olive oil sardine gorda fatty,
food,3cfbbd93-3813-5f34-b075-a07b99b415da,,Sardinha meio gorda conserva em azeite (escorrido),Sardinha Semi-fat Canned Olive Oil (escorrido),Sardine Semi-fat Canned Olive Oil (Drained),,"[""sardinha"",""sardine"",""meio"",""gorda"",""fatty"",""conserva"",""canned"",""azeite"",""olive"",""oil"",""escorrido"",""semi"",""fat""]",sardinha semi fat canned olive oil escorrido sardinha semi fat canned olive oil escorrido sardine gorda fatty,
food,e0cde794-04a9-513a-943e-630067f56c3f,,"Sardinha meio gorda conserva em água, sem espinha e sem pele",Sardinha Semi-fat Canned Water Espinha Skinless,"Sardine Semi-fat Canned Water Boneless, Skinless",,"[""sardinha"",""sardine"",""meio"",""gorda"",""fatty"",""conserva"",""canned"",""água"",""agua"",""water"",""espinha"",""pele"",""semi"",""fat"",""skinless""]",sardinha semi fat canned water espinha skinless sardinha semi fat canned water espinha skinless sardine gorda fatty pele,
food,65e51a21-061c-5e69-b69a-acf542c92ecd,,Sardinha meio gorda crua,Sardinha Semi-fat Raw,"Sardine Semi-fat, Raw",,"[""sardinha"",""sardine"",""meio"",""gorda"",""fatty"",""crua"",""raw"",""semi"",""fat""]",sardinha semi fat raw sardinha semi fat raw sardine gorda fatty,
food,4b260566-737b-5956-b8da-163694c39e3a,,Sardinha meio gorda frita,Sardinha Semi-fat Fried,"Sardine Semi-fat, Fried",,"[""sardinha"",""sardine"",""meio"",""gorda"",""fatty"",""frita"",""fried"",""semi"",""fat""]",sardinha semi fat fried sardinha semi fat fried sardine gorda fatty frita,
food,4cb609a2-9b66-522c-991d-27bb939bf0d1,,Sardinha meio gorda grelhada,Sardinha Semi-fat Grilled,"Sardine Semi-fat, Grilled",,"[""sardinha"",""sardine"",""meio"",""gorda"",""fatty"",""grelhada"",""grilled"",""semi"",""fat""]",sardinha semi fat grilled sardinha semi fat grilled sardine gorda fatty,
food,8b474824-8178-56d2-9b28-48da0e769235,,Seitan,Seitan,,,"[""seitan""]",seitan seitan,
food,9eea3706-68e2-52de-bb90-65d8c65797f5,,"Sementes de abóbora, cruas, secas, miolo",Raw Dried Seeds,,,"[""sementes"",""semente"",""seeds"",""abóbora"",""abobora"",""pumpkin"",""squash"",""cruas"",""crua"",""raw"",""secas"",""seca"",""miolo"",""dried""]",raw dried seeds raw dried seeds pumpkin squash secas,
food,0d18986d-6d59-599d-9625-c978750e45d6,,Sementes de chia,Seeds Chia,,,"[""sementes"",""semente"",""seeds"",""chia""]",seeds chia seeds chia,
food,8d32e8f5-d897-5b1c-8500-d93e3403c95b,,Sementes de coentro,Seeds Coentro,Seeds Coriander,,"[""sementes"",""semente"",""seeds"",""coentro""]",seeds coentro seeds coentro,
food,b58b28fd-d531-5637-ac52-b58db5a15a94,,Sementes de cânhamo secas,Seeds Canhamo Secas,"Seeds Hemp, Dried",,"[""sementes"",""semente"",""seeds"",""cânhamo"",""canhamo"",""secas"",""seca""]",seeds canhamo secas seeds canhamo secas,
food,bdf1b8ad-1a6f-57d7-aecd-8fc3b2c5e98b,,"Sementes de girassol, cruas, secas, miolo",Seeds Girassol Secas,"Seeds Girassol, Dried",,"[""sementes"",""semente"",""seeds"",""girassol"",""cruas"",""crua"",""raw"",""secas"",""seca"",""miolo""]",seeds girassol secas seeds girassol secas,
food,39a8a116-bceb-502a-b58f-f84aa460155a,,Sementes de linhaça cruas,Seeds Linhaca,Seeds Flaxseed,,"[""sementes"",""semente"",""seeds"",""linhaça"",""linhaca"",""cruas"",""crua"",""raw""]",seeds linhaca seeds linhaca,
food,333b224a-0d16-5414-b683-111ec3084472,,Sementes de melão,Seeds Melon,,,"[""sementes"",""semente"",""seeds"",""melão"",""melao"",""melon""]",seeds melon seeds melon,
food,1d12323d-0f42-5c8d-a87f-516ee6af65bb,,Sementes de mostarda,Seeds Mostarda,Seeds Mustard,,"[""sementes"",""semente"",""seeds"",""mostarda"",""mustard""]",seeds mostarda seeds mostarda mustard,
food,b8e6b20c-8ecc-58ed-9384-bdad8f19c1f0,,Sementes de papoila,Seeds Papoila,Seeds Poppy,,"[""sementes"",""semente"",""seeds"",""papoila""]",seeds papoila seeds papoila,
food,6a079162-b156-580d-9974-d53a06308e08,,Sementes de sésamo,Seeds Sesamo,,,"[""sementes"",""semente"",""seeds"",""sésamo"",""sesamo"",""sesame""]",seeds sesamo seeds sesamo sesame,
food,97f87a7e-1b22-57e9-b044-3ff3178dcde1,,Shortening para pastelaria,Bakery Shortening,,,"[""shortening"",""pastelaria"",""bakery""]",bakery shortening bakery shortening,
food,4ef1b9fd-f284-5552-af9e-70effd6fde31,,Shortening para restaurante,Restaurant Shortening,,,"[""shortening"",""restaurante"",""restaurant""]",restaurant shortening restaurant shortening,
food,22b0a478-80a6-5841-ae69-bb417327a058,,Sidra (vinho de maçã),Sidra (wine Apple),,,"[""sidra"",""vinho"",""wine"",""maçã"",""maca"",""apple""]",sidra wine apple sidra wine apple,
food,4229daeb-2e11-52cd-b160-26026ee85d68,,Sobremesa à base de soja,Soy Dessert,,,"[""sobremesa"",""soja"",""soy"",""dessert""]",soy dessert soy dessert sobremesa,
food,271acda6-40c6-5d2c-945b-8f575aa44b28,,Soja cozida sem sal,Soy Cooked Salt,"Soy Cooked, Unsalted",,"[""soja"",""soy"",""cozida"",""cooked"",""boiled"",""sal"",""salt""]",soy cooked salt soy cooked salt,
food,9cba6730-8922-544f-9f3c-690f160addbd,,"Soja, farinha com baixo teor de gordura",Soy Flour Baixo Teor Gordura,,,"[""soja"",""soy"",""farinha"",""flour"",""baixo"",""gordura"",""teor""]",soy flour baixo teor gordura soy flour baixo teor gordura,
food,44a65ad2-dbdd-5904-a72f-e58a97e3a606,,"Soja, grão seco, cru",Raw Dried Soybeans,,,"[""soja"",""soy"",""grão"",""grao"",""chickpea"",""seco"",""dried"",""cru"",""raw"",""soybeans""]",raw dried soybeans raw dried soybeans soy grao chickpea,
food,60df241a-3988-57bf-80cb-c8e4f2ca4592,,Solha crua,Solha Raw,"Plaice, Raw",,"[""solha"",""crua"",""raw""]",solha raw solha raw,
food,35222e6f-14d1-57fb-8529-af6aa7829334,,Solha frita,Solha Fried,"Plaice, Fried",,"[""solha"",""frita"",""fried""]",solha fried solha fried frita,
food,29ef154d-98c7-5d6a-9c87-4366c2b336bd,,Solha grelhada,Solha Grilled,"Plaice, Grilled",,"[""solha"",""grelhada"",""grilled""]",solha grilled solha grilled,
food,4c56c3e5-47a1-5abb-affa-8a94a4a74505,,Sonhos,Sonhos,,,"[""sonhos"",""sonho""]",sonhos sonhos sonho,
food,a02ef000-38f5-5150-8675-6a6d4a9893cb,,Sopa de abóbora,Pumpkin Soup,,,"[""sopa"",""soup"",""abóbora"",""abobora"",""pumpkin"",""squash""]",pumpkin soup pumpkin soup sopa squash,
